20-08-18 14:18:23,49.388
20-08-18 14:18:25,49.388
20-08-18 14:18:27,48.85
20-08-18 14:18:29,49.388
20-08-18 14:18:30,48.312
20-08-18 17:37:15,49.388
20-08-18 17:37:17,48.312
20-08-18 17:37:19,48.85
20-08-18 17:37:21,48.85
20-08-18 17:37:22,48.85
20-08-18 17:37:24,48.312
20-08-18 17:37:25,48.85
20-08-18 17:37:27,48.312
20-08-18 17:37:29,48.312
20-08-18 17:37:30,48.312
20-08-24 10:30:14,49.388
20-08-24 10:30:16,48.85
20-08-24 10:30:17,48.312
20-08-24 10:30:19,48.85
20-08-24 10:30:21,48.85
20-08-24 13:59:11,51.54
20-08-24 13:59:14,51.54
20-08-24 13:59:15,51.002
20-08-24 14:23:55,51.54
20-08-24 14:23:58,50.464
20-08-24 14:23:59,50.464
20-08-24 14:24:01,50.464
20-08-24 14:24:02,50.464
20-08-24 14:24:04,50.464
20-08-24 14:24:06,50.464
20-08-24 14:24:08,50.464
20-08-24 14:41:51,49.388
20-08-24 14:41:53,49.926
20-08-24 14:41:55,50.464
20-08-24 14:41:56,50.464
20-08-25 07:04:06,46.16
20-08-25 07:04:09,45.622
20-08-25 07:04:10,45.622
